Id,Price
4567,163044.03275788607
5925,126328.79411688879
960,138991.43508097716
3848,117947.75074214401
746,179567.45181774185
868,365232.62687888794
672,119848.97287801109
2471,193955.00919920678
4510,130652.1736947909
8354,259292.79908473804
6393,171773.8115894594
13270,229262.2526834179
5250,281289.99723682506
16751,174873.74981153494
11404,131489.47627846507
10588,339615.97431787406
14925,193024.05550464353
6791,205999.1934543114
16097,183145.42774817866
16428,362055.96522031823
6945,341014.0151756777
3190,189702.984604833
15709,448550.09002297657
13155,172523.86635900586
7675,185852.47669390627
14686,245002.74077888057
609,164250.80968705396
11155,162491.4380262918
10869,187395.2782418528
15742,180341.75549153256
9245,200125.19278140715
3340,166612.14982642062
2359,279731.81172563776
8070,207583.17609602842
13707,129689.40832465634
16079,270916.8451576858
15937,281508.7293789825
14090,187023.8065383048
9008,218944.29891333624
16384,179162.00938929163
11657,251410.30462078805
13151,159969.8587338219
8990,166069.89774205172
11857,191650.24502814165
1565,160432.84654596547
8174,106125.37805276361
9247,241970.6615952881
10478,215031.34795561087
15509,149095.27235044274
8306,211469.42913206568
6642,189477.36563176816
7472,218651.56722432643
15989,134501.22985340306
13682,135582.35675941597
163,269041.800178704
7076,184647.75409762978
7478,352768.7647047194
3029,188814.26419727373
1814,149047.5910195865
10057,129313.86339140128
15100,192262.05533240098
12694,225548.86317502937
6291,181741.75352456234
12603,190739.6851595249
3218,231096.11838811677
13456,130913.54024168913
10170,232551.00167603095
4530,164277.76874969294
13329,164596.4420220956
4820,146508.66825807883
10896,167162.6813279579
13416,129624.20849593774
2701,210495.87520198742
11265,330134.20769358607
9189,257404.63913646684
1858,169953.5915936166
14536,244702.76159502158
6199,302610.12503671
14730,153840.93090676068
7510,268790.23924285825
15505,167214.8829578094
7446,178903.91419317352
14016,189728.53861804982
14113,115518.30080512757
8721,321677.96499696054
6193,302732.3017107213
5717,179416.6190888644
5427,325875.34868072416
9520,492925.5106258607
6869,99872.5479560275
1658,163217.36772179883
6639,191365.92068740207
6283,194563.97104225514
6257,128170.26932667884
15235,180677.9182038396
902,200577.94309398127
8932,199539.27308554953
16469,325587.1034006065
2825,234241.9673031783
6450,430833.7313950944
11366,181596.28625064547
3801,359850.95855518064
11385,192598.88609669943
1079,189592.53811327086
3202,238660.15645173466
676,236430.92295698723
6185,290483.2732321368
7730,169679.92609650712
2573,181815.14567395812
10978,206437.71061961344
10962,259165.36512408082
8870,193428.99843785106
8496,183019.6866321948
5517,182254.07075590704
927,175834.9003513334
13675,185125.90519905882
1499,223493.0087341172
15536,329699.5824953963
8602,370783.63773380977
12137,440331.9429658094
9865,255072.89982894022
16353,280084.88035998493
15908,208729.46299652354
3944,183136.17454893034
10359,199984.10839238449
15158,220037.14089793788
3259,252312.52967309332
7220,319951.3703436816
13843,206004.65473232622
16736,195206.08197504518
702,243834.44943615244
16401,110120.07421864523
12134,178108.03568339354
6918,203614.67396757257
11792,131668.21397479397
3798,136273.6000844124
10395,131977.6708372541
11099,147242.3527220101
7090,206695.62391280328
11260,193622.23445166956
9647,216466.97682848782
2903,364485.9383716864
2071,183766.63969035278
8604,195320.69235769886
9346,192417.75889027814
3945,194767.2815463286
3420,131156.56518494265
10842,129773.39843705691
725,165409.978847297
13931,197914.3286425921
16330,228489.1001595053
9066,411941.94969024684
3326,319776.4375695074
1556,271695.3866854772
6579,117853.351321833
13877,165682.75734504993
9857,325884.85546314094
7302,266993.67490472866
5684,195808.16441803315
6513,233627.96183170527
11342,113048.91803210591
16561,237273.42023833052
6885,180541.00401721903
9308,178811.6640728315
2559,173354.6026227727
6648,185038.2056982236
15260,165084.98325619966
5113,186283.1525737828
16492,187748.58470606472
12034,281122.93215018226
7248,211783.5440361282
2171,201536.45308189097
10594,165531.02384650326
13241,185742.6847130267
7032,144099.95923903157
4884,166909.6385999681
903,210695.48861063618
162,170326.71535411006
6566,248334.23337491765
8249,128283.46876394458
13106,194031.58907695836
256,132573.89651246343
7976,165185.55665941205
8575,164584.8139535618
7591,262311.8972669902
3204,231797.06770536344
15804,189643.68383815515
1525,310957.4086249703
9038,205620.6749110178
13628,199791.02199151053
10016,209174.5899603212
10208,232907.26510799816
2008,200734.99229273252
13029,197458.59596863107
5099,130633.73902210171
9923,300660.73164241604
9461,141130.18375595615
11086,178575.87010252342
15057,254454.76472607965
10689,174338.8676948219
2053,208760.34593810755
16630,178362.39334997672
4985,165579.69995001913
13881,225335.21099189317
13225,187974.4439700416
5779,67073.88310802776
10262,185015.30098200636
10762,211082.1555391203
9513,192138.44101376014
11128,160337.5502042818
2074,295264.313838508
933,193275.23391109583
2780,186456.3488836999
6594,118499.37999818948
15394,282272.94466458267
14863,136734.44051474024
6698,213486.41836336456
1611,252686.62950425124
174,199143.2032025259
5160,205306.90186692582
3295,329716.78636369295
4559,380031.4284029107
8254,174874.53025401998
10228,105272.22723690007
13924,138437.98595983937
15341,249339.81154776513
4353,187384.55904841592
4334,69432.29996242445
1872,158323.33188905675
7823,182704.84644444892
310,158223.43803787566
3704,243328.66814980566
11615,281669.0013838641
6605,200464.52758170088
3381,197357.14416685107
2143,146307.60131035093
3191,244812.77515830987
13980,158228.10505180797
15613,171796.37743593304
10943,321778.26084167685
9654,183119.23427029705
16053,471332.1133373316
14931,215841.7291699232
8299,233447.60048168927
2147,166148.57463255682
11567,385535.2335461417
5905,136381.64269776206
11160,115576.30746470026
8275,148727.1326082568
16398,250898.78682280038
11229,191665.325996441
10309,168498.44221530357
7340,262081.2522185197
7653,167928.02717230952
272,204256.37716925374
9831,223450.70548118345
5016,149035.3664967682
5968,76493.54903182898
796,240041.15370265226
12123,133170.00869786608
16629,186973.87109855496
2637,164202.15918900399
6194,228684.11263899988
6216,399201.29432716744
14346,180801.11266746715
6428,139702.52699447222
2891,228048.99065174843
84,181894.94390630623
9260,220812.46950523386
15250,154432.55952004477
2348,198243.85626302566
10427,279288.2862868436
13230,247441.07826622718
1691,188922.3602013466
8803,131658.1240204293
5464,216872.31355343125
10559,115123.55683477318
16787,295737.83846875577
4278,159914.4093741925
6183,168736.05576765462
12775,160639.5536357527
10104,182307.0508714221
13663,199857.93051499306
9404,250670.64785714264
14724,195253.8757953721
10040,182766.29151526996
4646,186032.79720269796
4754,156893.93444928655
3310,214603.62587392904
2003,188180.32006064014
7312,229530.3906752406
10921,236243.48697559422
13419,278554.202501034
10105,165116.38296943
2196,369141.87322820484
12659,232567.01711401343
4380,218141.76353428463
10847,152282.09261021874
10805,275771.2429022607
8709,100492.41740642586
8319,178919.8380802423
2215,182284.26260913967
7000,198962.24213839008
7701,110247.80151573787
9678,189331.51177885928
14026,211502.240254362
7971,170364.9264114062
13734,151097.79712844672
16483,185084.028377531
6150,205700.97597197705
2931,281941.82906965306
5418,183680.1713870529
1662,483587.11992757587
2441,212422.1608409224
669,157843.0277386571
7734,182357.57201232397
6010,263097.71601642494
266,139212.36240510174
632,141078.2512398341
16221,104309.32253157275
11832,171476.8004617979
5035,120459.8723921636
37,126150.93033043186
6168,179010.22871736207
11757,181813.97138047827
8086,124143.45647765865
6529,236305.68574733668
15121,194490.31791682285
13904,148713.60244410048
3711,213396.70231832966
16563,127505.37894234848
14494,172460.21817693327
3006,216868.43984979024
15299,104233.82867338021
92,275023.12914095056
8066,199238.48282081258
16071,206006.33911668666
10662,147134.8832300876
3883,224214.1709054701
5511,126137.99021032744
2821,261196.66149347305
9570,199152.7302550129
4326,254679.04759563168
9251,222623.37792900976
9031,212564.5981818047
12689,171599.0724055921
16380,244163.2839324241
1053,228879.23650047014
4568,189774.25235744377
16140,112637.07220349669
14356,388805.39181287994
8466,181507.5807844565
15652,143525.89221814586
3285,125127.22758643545
3198,161945.42431068368
14088,434447.0840505896
2268,122214.555710931
15472,210816.86926920625
1203,201682.60092617627
7157,323446.5102312287
6886,211487.37089379283
5083,243012.00603821775
7467,123705.3025891505
14068,203455.49543928224
2080,178519.01629454448
10865,151897.09784649572
13516,182284.15650816876
14150,201620.66048312755
7609,109052.2331072513
2144,416945.69310288824
10357,207028.9446603216
2396,210394.19632137456
1526,400494.7202627038
10890,228943.99927658538
8638,402491.6712024741
6050,267717.5070988125
7639,105023.15909877463
10544,173600.15148142845
9577,230400.2570574447
13195,214920.2836665919
3484,231391.86571162418
16668,409207.84033908206
7171,180950.16455645827
8547,217982.86883888757
12735,203061.1503369602
9093,192993.46700385812
15323,290191.1412509803
14897,140617.58327232045
5135,128703.3696447279
5327,223295.74973049876
13133,240343.3299757416
1676,283133.91517913406
